,client_fk,Client_Name,contact_fk,unique_id,phone_number
436,2782,Apex Diagno Solution,4656,5C2445,
437,2782,Apex Diagno Solution,11365,5C2445,9425076758
438,2145,Anjali Pathology,0,5C1864,
439,2145,Anjali Pathology,6710,5C1864,
440,2145,Anjali Pathology,12954,5C1864,6009671052
441,2145,Anjali Pathology,4056,5C1864,
442,2145,Anjali Pathology,2188,5C1864,
443,2145,Anjali Pathology,7845,5C1864,
444,2145,Anjali Pathology,10460,5C1864,9366656254
445,2145,Anjali Pathology,4639,5C1864,
446,2145,Anjali Pathology,9391,5C1864,9366656254
447,3439,Nigerian Lebanese International Hospital,0,5C3055,
448,3439,Nigerian Lebanese International Hospital,10032,5C3055,
449,2737,Safe Diagnostic,0,5C2405,
450,2737,Safe Diagnostic,9249,5C2405,7338681228
451,2737,Safe Diagnostic,3484,5C2405,
452,2737,Safe Diagnostic,1793,5C2405,
453,3819,Yolo Healthcare,0,5C3437,
454,3819,Yolo Healthcare,16045,5C3437,7400448205
455,3819,Yolo Healthcare,15653,5C3437,+91-7897024264
456,3819,Yolo Healthcare,15853,5C3437,8840574197
457,3501,Numedisure Gaurav Hospital,0,5C3117,
458,3501,Numedisure Gaurav Hospital,10758,5C3117,9837160933
459,3501,Numedisure Gaurav Hospital,11006,5C3117,
460,3501,Numedisure Gaurav Hospital,11008,5C3117,
461,3501,Numedisure Gaurav Hospital,11007,5C3117,
462,3501,Numedisure Gaurav Hospital,10757,5C3117,9718252437
463,3501,Numedisure Gaurav Hospital,10724,5C3117,9837160933
464,3501,Numedisure Gaurav Hospital,10756,5C3117,9999408994
465,1551,Public Labs,0,5C1334,
466,1551,Public Labs,1749,5C1334,
467,1551,Public Labs,10175,5C1334,9501009091
468,1551,Public Labs,3388,5C1334,
469,596,Micro Lab & Digital X-ray,0,5C0591,
470,596,Micro Lab & Digital X-ray,1818,5C0591,
471,596,Micro Lab & Digital X-ray,1897,5C0591,
472,596,Micro Lab & Digital X-ray,1308,5C0591,6380350168
473,596,Micro Lab & Digital X-ray,1596,5C0591,
474,596,Micro Lab & Digital X-ray,5686,5C0591,
475,596,Micro Lab & Digital X-ray,2040,5C0591,
476,596,Micro Lab & Digital X-ray,3130,5C0591,
477,2947,Fortis Hospital - Cunningham Road,0,5C2595,
478,2947,Fortis Hospital - Cunningham Road,16072,5C2595,8088681376
479,2947,Fortis Hospital - Cunningham Road,9752,5C2595,9980541742
480,2947,Fortis Hospital - Cunningham Road,11355,5C2595,9538447167
481,2947,Fortis Hospital - Cunningham Road,15489,5C2595,9980541742
482,3133,BRS Hospital - Unit Of Neuberg,0,5C2766,
483,3133,BRS Hospital - Unit Of Neuberg,10682,5C2766,9810628690
484,3133,BRS Hospital - Unit Of Neuberg,8815,5C2766,9940620911
485,3133,BRS Hospital - Unit Of Neuberg,8807,5C2766,
486,3133,BRS Hospital - Unit Of Neuberg,15622,5C2766,9940628575
487,3133,BRS Hospital - Unit Of Neuberg,11219,5C2766,9841118056
488,3133,BRS Hospital - Unit Of Neuberg,14399,5C2766,9150959772
489,1979,Shri Balaji 4th Generation MRI & Diagnostic Center,0,5C1719,
490,1979,Shri Balaji 4th Generation MRI & Diagnostic Center,892,5C1719,9755929101
491,1979,Shri Balaji 4th Generation MRI & Diagnostic Center,3660,5C1719,
492,1979,Shri Balaji 4th Generation MRI & Diagnostic Center,893,5C1719,+91-9691816472
493,1979,Shri Balaji 4th Generation MRI & Diagnostic Center,6234,5C1719,
494,1979,Shri Balaji 4th Generation MRI & Diagnostic Center,15363,5C1719,9691816472
495,2986,Little Clinic,0,5C2632,
496,2986,Little Clinic,8582,5C2632,
497,2986,Little Clinic,9611,5C2632,6909159458
498,2986,Little Clinic,9613,5C2632,6909159458
499,2986,Little Clinic,10486,5C2632,9856713859
500,2986,Little Clinic,8581,5C2632,
501,2986,Little Clinic,9615,5C2632,6909159458
502,2986,Little Clinic,9614,5C2632,6909159458
503,2986,Little Clinic,8580,5C2632,
504,269,Reshama X-ray And Pathology Centre,0,5C1113,
505,269,Reshama X-ray And Pathology Centre,11058,5C1113,9677029582
506,269,Reshama X-ray And Pathology Centre,1698,5C1113,
507,269,Reshama X-ray And Pathology Centre,6022,5C1113,
508,269,Reshama X-ray And Pathology Centre,9400,5C1113,9628687785
509,3684,Marian Medical Centre - Puliyannoor,0,5C3302,
510,3684,Marian Medical Centre - Puliyannoor,14422,5C3302,9447068351
511,3684,Marian Medical Centre - Puliyannoor,14420,5C3302,9447472799
512,3684,Marian Medical Centre - Puliyannoor,14419,5C3302,7907522708
513,3684,Marian Medical Centre - Puliyannoor,14699,5C3302,7510959194
514,3684,Marian Medical Centre - Puliyannoor,14418,5C3302,9447068351
515,3684,Marian Medical Centre - Puliyannoor,14421,5C3302,9496380080
516,2054,Imperial Hospital,0,5C1794,
517,2054,Imperial Hospital,9409,5C1794,9491033221
518,2054,Imperial Hospital,2793,5C1794,
519,2054,Imperial Hospital,8012,5C1794,
520,2054,Imperial Hospital,7089,5C1794,
521,2054,Imperial Hospital,4234,5C1794,
522,2054,Imperial Hospital,1939,5C1794,
523,2054,Imperial Hospital,1665,5C1794,
524,2054,Imperial Hospital,15114,5C1794,9392544067
525,2054,Imperial Hospital,10403,5C1794,9177678389
526,2054,Imperial Hospital,15568,5C1794,9505650190
527,2054,Imperial Hospital,4510,5C1794,
528,2054,Imperial Hospital,14987,5C1794,7907284641
529,2054,Imperial Hospital,5303,5C1794,
530,3293,San Camilo,0,5C3046,
531,3293,San Camilo,9653,5C3046,0123456789
532,3293,San Camilo,9844,5C3046,0123456789
533,3811,Annai Amaravathi CT Scan & Lab - Tirunelveli,0,5C3429,
534,3811,Annai Amaravathi CT Scan & Lab - Tirunelveli,15530,5C3429,8056808915
535,3811,Annai Amaravathi CT Scan & Lab - Tirunelveli,15533,5C3429,9677473227
536,3811,Annai Amaravathi CT Scan & Lab - Tirunelveli,15515,5C3429,+91-4637221347
537,3811,Annai Amaravathi CT Scan & Lab - Tirunelveli,15514,5C3429,+91-9944322634 
538,3811,Annai Amaravathi CT Scan & Lab - Tirunelveli,15532,5C3429,9944322634
539,3811,Annai Amaravathi CT Scan & Lab - Tirunelveli,15531,5C3429,4637221347
540,3811,Annai Amaravathi CT Scan & Lab - Tirunelveli,15512,5C3429,+91-8056808915
541,3811,Annai Amaravathi CT Scan & Lab - Tirunelveli,15513,5C3429,+91-8056808915
542,1539,HTS Digital X-ray - U2,0,5C1322,
543,1539,HTS Digital X-ray - U2,5283,5C1322,
544,1539,HTS Digital X-ray - U2,9261,5C1322,9481117787
545,1539,HTS Digital X-ray - U2,2776,5C1322,
546,3256,NKG Diagnostic,0,5C2878,
547,3256,NKG Diagnostic,8910,5C2878,9836684795
548,3256,NKG Diagnostic,8911,5C2878,
549,3256,NKG Diagnostic,14280,5C2878,7003725287
550,1944,Pandian Multispeciality Hospital,0,5C1684,
551,1944,Pandian Multispeciality Hospital,1960,5C1684,
552,1944,Pandian Multispeciality Hospital,12514,5C1684,9344515296
553,1944,Pandian Multispeciality Hospital,10827,5C1684,9025487092
554,1944,Pandian Multispeciality Hospital,3304,5C1684,
555,1944,Pandian Multispeciality Hospital,10826,5C1684,9047546757
556,1944,Pandian Multispeciality Hospital,5868,5C1684,
557,1944,Pandian Multispeciality Hospital,7408,5C1684,
558,1944,Pandian Multispeciality Hospital,8168,5C1684,
559,1944,Pandian Multispeciality Hospital,1691,5C1684,
560,3658,Sri Jayadeva Institute Of Cardiovascular Sciences & Research - Mysore,0,5C3274,
561,3658,Sri Jayadeva Institute Of Cardiovascular Sciences & Research - Mysore,14091,5C3274,8197505717
562,3658,Sri Jayadeva Institute Of Cardiovascular Sciences & Research - Mysore,14031,5C3274,+91-9800574142
563,3658,Sri Jayadeva Institute Of Cardiovascular Sciences & Research - Mysore,14032,5C3274,+91-8073883415
564,3658,Sri Jayadeva Institute Of Cardiovascular Sciences & Research - Mysore,14124,5C3274,9986601570
565,3658,Sri Jayadeva Institute Of Cardiovascular Sciences & Research - Mysore,14085,5C3274,8197277901
566,3658,Sri Jayadeva Institute Of Cardiovascular Sciences & Research - Mysore,14088,5C3274,9880574142
567,3658,Sri Jayadeva Institute Of Cardiovascular Sciences & Research - Mysore,14033,5C3274,+91-7204918421
568,3658,Sri Jayadeva Institute Of Cardiovascular Sciences & Research - Mysore,15974,5C3274,7204918421
569,3658,Sri Jayadeva Institute Of Cardiovascular Sciences & Research - Mysore,14030,5C3274,+91-9611599729
570,3658,Sri Jayadeva Institute Of Cardiovascular Sciences & Research - Mysore,14072,5C3274,9611599729
571,3529,Meditrina Hospitals - Kollam,0,5C3145,
572,3529,Meditrina Hospitals - Kollam,11224,5C3145,9746432609
573,3529,Meditrina Hospitals - Kollam,15196,5C3145,9947387393
574,3529,Meditrina Hospitals - Kollam,15195,5C3145,6282815563
575,3529,Meditrina Hospitals - Kollam,15612,5C3145,7403267571
576,3529,Meditrina Hospitals - Kollam,15611,5C3145,8848252334
577,3529,Meditrina Hospitals - Kollam,14498,5C3145,6282452327
578,3529,Meditrina Hospitals - Kollam,15610,5C3145,4742721111
579,3529,Meditrina Hospitals - Kollam,15613,5C3145,7510832631
580,3529,Meditrina Hospitals - Kollam,15807,5C3145,4742721008
581,3529,Meditrina Hospitals - Kollam,15342,5C3145,4742721111
582,3529,Meditrina Hospitals - Kollam,14465,5C3145,4742721002
583,3529,Meditrina Hospitals - Kollam,15615,5C3145,9061202198
584,3529,Meditrina Hospitals - Kollam,15614,5C3145,9656903131
585,3529,Meditrina Hospitals - Kollam,15609,5C3145,8136966444
586,3529,Meditrina Hospitals - Kollam,15918,5C3145,9497307806
587,3529,Meditrina Hospitals - Kollam,11225,5C3145,8136966444
588,3529,Meditrina Hospitals - Kollam,15197,5C3145,8921619689
589,254,Siddaganga Diagnostic Center,0,5C0010,
590,254,Siddaganga Diagnostic Center,6261,5C0010,
591,254,Siddaganga Diagnostic Center,3685,5C0010,
592,254,Siddaganga Diagnostic Center,8511,5C0010,
593,254,Siddaganga Diagnostic Center,11783,5C0010,9972207643
594,254,Siddaganga Diagnostic Center,11784,5C0010,9844995844
595,254,Siddaganga Diagnostic Center,4429,5C0010,
596,254,Siddaganga Diagnostic Center,11785,5C0010,7022328122
597,254,Siddaganga Diagnostic Center,1957,5C0010,
598,254,Siddaganga Diagnostic Center,12443,5C0010,8880599915
599,254,Siddaganga Diagnostic Center,9440,5C0010,8867243994
600,254,Siddaganga Diagnostic Center,1688,5C0010,
601,254,Siddaganga Diagnostic Center,11786,5C0010,8884098021
602,254,Siddaganga Diagnostic Center,9330,5C0010,9632498228
603,254,Siddaganga Diagnostic Center,7600,5C0010,
604,254,Siddaganga Diagnostic Center,8270,5C0010,
605,3268,Meridian Hospital,0,5C2890,
606,3268,Meridian Hospital,15989,5C2890,9150034775
607,3268,Meridian Hospital,9497,5C2890,7305038909
608,3268,Meridian Hospital,15988,5C2890,9790957023
609,3268,Meridian Hospital,9499,5C2890,9677267987
610,2713,Kiran Digital X-ray,0,5C2382,
611,2713,Kiran Digital X-ray,10473,5C2382,9035066804
612,2713,Kiran Digital X-ray,8042,5C2382,
613,2713,Kiran Digital X-ray,5410,5C2382,
614,2713,Kiran Digital X-ray,10540,5C2382,9980104006
615,212,Hope Scan Centre - UP,0,5C1128,
616,212,Hope Scan Centre - UP,5274,5C1128,
617,212,Hope Scan Centre - UP,1428,5C1128,+91-09935110415
618,212,Hope Scan Centre - UP,1427,5C1128,9369005457
619,212,Hope Scan Centre - UP,1426,5C1128,7054205154
620,212,Hope Scan Centre - UP,1429,5C1128,+91-9554537000
621,212,Hope Scan Centre - UP,1916,5C1128,
622,212,Hope Scan Centre - UP,7074,5C1128,
623,212,Hope Scan Centre - UP,10279,5C1128,8924924320
624,212,Hope Scan Centre - UP,4230,5C1128,
625,212,Hope Scan Centre - UP,1637,5C1128,
626,212,Hope Scan Centre - UP,10546,5C1128,7007974757
627,212,Hope Scan Centre - UP,11026,5C1128,9837005566
628,212,Hope Scan Centre - UP,2767,5C1128,
629,2639,Affiniti Scan Center,0,5C2316,
630,2639,Affiniti Scan Center,1732,5C2316,
631,2639,Affiniti Scan Center,15616,5C2316,7975767438
632,2639,Affiniti Scan Center,11334,5C2316,9967954460
633,2639,Affiniti Scan Center,8986,5C2316,7975767438
634,2639,Affiniti Scan Center,4578,5C2316,
635,2639,Affiniti Scan Center,2136,5C2316,
636,2639,Affiniti Scan Center,8984,5C2316,7353646489
637,2639,Affiniti Scan Center,8985,5C2316,9844930411
638,3015,Megsan Diagnostics - KPHB,0,5C2661,
639,3015,Megsan Diagnostics - KPHB,11145,5C2661,9948569860
640,2357,Legit Medical Diagnostics & Poly Clinic,0,5C2061,
641,2357,Legit Medical Diagnostics & Poly Clinic,2937,5C2061,
642,2357,Legit Medical Diagnostics & Poly Clinic,9338,5C2061,8985286999
643,2357,Legit Medical Diagnostics & Poly Clinic,5475,5C2061,
644,2357,Legit Medical Diagnostics & Poly Clinic,1798,5C2061,
645,2357,Legit Medical Diagnostics & Poly Clinic,2033,5C2061,
646,3666,S S CT SCAN,0,5C3282,
647,3666,S S CT SCAN,14133,5C3282,+91-7736951951
648,3666,S S CT SCAN,14145,5C3282,9004670223
649,3666,S S CT SCAN,14134,5C3282,+91-8080424407
650,3666,S S CT SCAN,14146,5C3282,7736951951
651,3666,S S CT SCAN,14147,5C3282,8080424407
652,12,Mahadev Multispeciality Hospital,0,5C0292,
653,12,Mahadev Multispeciality Hospital,12593,5C0292,9836355766
654,12,Mahadev Multispeciality Hospital,3003,5C0292,
655,12,Mahadev Multispeciality Hospital,951,5C0292,+91-9826122922
656,12,Mahadev Multispeciality Hospital,5542,5C0292,
657,12,Mahadev Multispeciality Hospital,8084,5C0292,
658,12,Mahadev Multispeciality Hospital,10327,5C0292,9009571110
659,12,Mahadev Multispeciality Hospital,8447,5C0292,
660,12,Mahadev Multispeciality Hospital,1905,5C0292,
661,12,Mahadev Multispeciality Hospital,15434,5C0292,9691535177
662,12,Mahadev Multispeciality Hospital,4272,5C0292,
663,12,Mahadev Multispeciality Hospital,10667,5C0292,7803063564
664,12,Mahadev Multispeciality Hospital,11639,5C0292,9826122922
665,12,Mahadev Multispeciality Hospital,1619,5C0292,
666,12,Mahadev Multispeciality Hospital,7225,5C0292,
667,15,Madhubani Medical College & Hospital,0,5C1141,
668,15,Madhubani Medical College & Hospital,7221,5C1141,
669,15,Madhubani Medical College & Hospital,12022,5C1141,9546295585
670,15,Madhubani Medical College & Hospital,9802,5C1141,7217694336
671,15,Madhubani Medical College & Hospital,11074,5C1141,6201257170
672,15,Madhubani Medical College & Hospital,14041,5C1141,8877442951
673,15,Madhubani Medical College & Hospital,15565,5C1141,7217694336
674,15,Madhubani Medical College & Hospital,5536,5C1141,
675,15,Madhubani Medical College & Hospital,14949,5C1141,7858947533
676,15,Madhubani Medical College & Hospital,1459,5C1141,+91-9546295585
677,3718,Blue Hills Hospital and Research Centre,0,5C3336,
678,3718,Blue Hills Hospital and Research Centre,14950,5C3336,8848780513
679,3718,Blue Hills Hospital and Research Centre,14763,5C3336,9365810507
680,3718,Blue Hills Hospital and Research Centre,14922,5C3336,6002834959
681,3718,Blue Hills Hospital and Research Centre,14762,5C3336,8848780513
682,3773,Sharana Krupa Digital X-Ray Scanning Center,0,5C3391,
683,3773,Sharana Krupa Digital X-Ray Scanning Center,15309,5C3391,7090416654
684,3773,Sharana Krupa Digital X-Ray Scanning Center,15117,5C3391,7090416654
685,3773,Sharana Krupa Digital X-Ray Scanning Center,15308,5C3391,9380076993
686,3773,Sharana Krupa Digital X-Ray Scanning Center,15119,5C3391,7090416654
687,3773,Sharana Krupa Digital X-Ray Scanning Center,15118,5C3391,9380076993
688,362,Pratham Hospital,0,5C0580,
689,362,Pratham Hospital,1268,5C0580,+91-9584648778
690,362,Pratham Hospital,3363,5C0580,
691,362,Pratham Hospital,9524,5C0580,9630364423
692,362,Pratham Hospital,1267,5C0580,+91-8817948779
693,362,Pratham Hospital,1266,5C0580,+91-9630346623
694,362,Pratham Hospital,8180,5C0580,
695,362,Pratham Hospital,7434,5C0580,
696,362,Pratham Hospital,15095,5C0580,7471163554
697,362,Pratham Hospital,9525,5C0580,8085739629
698,362,Pratham Hospital,12913,5C0580,9441525334
699,1890,Narmada Apna Hospital,0,5C1630,
700,1890,Narmada Apna Hospital,13472,5C1630,9098598222
701,1890,Narmada Apna Hospital,13495,5C1630,8461033568
702,1890,Narmada Apna Hospital,3181,5C1630,
703,1890,Narmada Apna Hospital,16035,5C1630,8109971159
704,1890,Narmada Apna Hospital,13155,5C1630,9993935968
705,1890,Narmada Apna Hospital,10470,5C1630,9131694552
706,1890,Narmada Apna Hospital,5738,5C1630,
707,1890,Narmada Apna Hospital,7340,5C1630,
708,3630,Shankar Super Speciality Hospital,0,5C3246,
709,3630,Shankar Super Speciality Hospital,15325,5C3246,9108316429
710,3630,Shankar Super Speciality Hospital,13746,5C3246,7483990620
711,3630,Shankar Super Speciality Hospital,13744,5C3246,9741928680
712,3630,Shankar Super Speciality Hospital,13743,5C3246,7019383994
713,3630,Shankar Super Speciality Hospital,13742,5C3246,9886784853
714,3630,Shankar Super Speciality Hospital,15324,5C3246,9108316429
715,3630,Shankar Super Speciality Hospital,13747,5C3246,9743121291
716,3630,Shankar Super Speciality Hospital,13740,5C3246,7019383994
717,3630,Shankar Super Speciality Hospital,13741,5C3246,7411123393
718,3444,Dharamsheela Devi Multispeciality Hospital,0,5C3060,
719,3444,Dharamsheela Devi Multispeciality Hospital,10001,5C3060,6203223105
720,3444,Dharamsheela Devi Multispeciality Hospital,10007,5C3060,7274012475
721,3444,Dharamsheela Devi Multispeciality Hospital,10028,5C3060,
722,3444,Dharamsheela Devi Multispeciality Hospital,10416,5C3060,9999992723
723,3444,Dharamsheela Devi Multispeciality Hospital,10003,5C3060,8002393731
724,3548,Lisie Hospital,0,5C3164,
725,3548,Lisie Hospital,14285,5C3164,7994992872
726,3548,Lisie Hospital,14322,5C3164,9387521555
727,3548,Lisie Hospital,13293,5C3164,6282620893
728,3548,Lisie Hospital,13863,5C3164,8281002908
729,3548,Lisie Hospital,13583,5C3164,9495117100
730,3548,Lisie Hospital,11729,5C3164,8075980518
731,3747,BELS Hospital,0,5C3365,
732,3747,BELS Hospital,14975,5C3365,9343799818
733,3747,BELS Hospital,14974,5C3365,7898301763
734,3716,Dinka Multispeciality Hospital,0,5C3334,
735,3716,Dinka Multispeciality Hospital,14729,5C3334,9740183373
736,3716,Dinka Multispeciality Hospital,15025,5C3334,8073385910
737,3716,Dinka Multispeciality Hospital,15015,5C3334,8746985523
738,3716,Dinka Multispeciality Hospital,15024,5C3334,9740183373
739,3716,Dinka Multispeciality Hospital,15026,5C3334,8197814729
740,778,Pen CT & MRI Scan Center,0,5C0421,
741,778,Pen CT & MRI Scan Center,5888,5C0421,
742,778,Pen CT & MRI Scan Center,3322,5C0421,
743,778,Pen CT & MRI Scan Center,8174,5C0421,
744,778,Pen CT & MRI Scan Center,1942,5C0421,
745,778,Pen CT & MRI Scan Center,11406,5C0421,8983201020
746,778,Pen CT & MRI Scan Center,11382,5C0421,9930076237
747,778,Pen CT & MRI Scan Center,7419,5C0421,
748,778,Pen CT & MRI Scan Center,11088,5C0421,9011092010
749,778,Pen CT & MRI Scan Center,4352,5C0421,
750,778,Pen CT & MRI Scan Center,1669,5C0421,
751,3586,Arogyadhama Multi Specialty Day Care & Diagnosis Services,0,5C3202,
752,3586,Arogyadhama Multi Specialty Day Care & Diagnosis Services,13104,5C3202,9620302098
753,3586,Arogyadhama Multi Specialty Day Care & Diagnosis Services,13105,5C3202,9036394529
754,3586,Arogyadhama Multi Specialty Day Care & Diagnosis Services,13158,5C3202,9036394529
755,3586,Arogyadhama Multi Specialty Day Care & Diagnosis Services,13107,5C3202,7337700808
756,3586,Arogyadhama Multi Specialty Day Care & Diagnosis Services,13108,5C3202,9449599561
757,3586,Arogyadhama Multi Specialty Day Care & Diagnosis Services,13106,5C3202,9449599560
758,3586,Arogyadhama Multi Specialty Day Care & Diagnosis Services,13159,5C3202,9620302098
759,3610,Radiant Diagnostic Centre Bhavnagar,0,5C3226,
760,3610,Radiant Diagnostic Centre Bhavnagar,13553,5C3226,7567234546
761,3610,Radiant Diagnostic Centre Bhavnagar,13552,5C3226,9714979393
762,3610,Radiant Diagnostic Centre Bhavnagar,13551,5C3226,7567234546
763,1623,Blue Print Diagnostic & Polyclinic,0,5C1406,
764,1623,Blue Print Diagnostic & Polyclinic,13205,5C1406,9007739511
765,1623,Blue Print Diagnostic & Polyclinic,4820,5C1406,
766,1623,Blue Print Diagnostic & Polyclinic,12244,5C1406,9007739511
767,1623,Blue Print Diagnostic & Polyclinic,2345,5C1406,
768,1623,Blue Print Diagnostic & Polyclinic,9303,5C1406,9903412534
769,655,Sahasra Hospital,0,5C0226,
770,655,Sahasra Hospital,6069,5C0226,
771,655,Sahasra Hospital,9569,5C0226,9640068420
772,655,Sahasra Hospital,8500,5C0226,
773,655,Sahasra Hospital,7518,5C0226,
774,655,Sahasra Hospital,750,5C0226,9550002439
775,655,Sahasra Hospital,10829,5C0226,8555960341
776,655,Sahasra Hospital,4390,5C0226,
777,655,Sahasra Hospital,3487,5C0226,
778,655,Sahasra Hospital,8238,5C0226,
779,3668,SD Suvidha Diagnostics and Pathology Pvt Ltd - Lucknow,0,5C3284,
780,3668,SD Suvidha Diagnostics and Pathology Pvt Ltd - Lucknow,14161,5C3284,8795393487
781,3668,SD Suvidha Diagnostics and Pathology Pvt Ltd - Lucknow,14166,5C3284,8429122669
782,3668,SD Suvidha Diagnostics and Pathology Pvt Ltd - Lucknow,14165,5C3284,8960061008
783,3668,SD Suvidha Diagnostics and Pathology Pvt Ltd - Lucknow,14162,5C3284,8429122669
784,3668,SD Suvidha Diagnostics and Pathology Pvt Ltd - Lucknow,14163,5C3284,8953624305
785,3668,SD Suvidha Diagnostics and Pathology Pvt Ltd - Lucknow,14164,5C3284,8840572182
786,2844,Prakhar High Tech CT Scan,0,5C2502,
787,2844,Prakhar High Tech CT Scan,3351,5C2502,
788,2844,Prakhar High Tech CT Scan,10377,5C2502,9981254509
789,2844,Prakhar High Tech CT Scan,5917,5C2502,
790,2571,21st Century Hospital,0,5C2259,
791,2571,21st Century Hospital,10420,5C2259,9427413640
792,2571,21st Century Hospital,8957,5C2259,9998642051
793,2571,21st Century Hospital,4519,5C2259,
794,2571,21st Century Hospital,8951,5C2259,9998642051
795,2571,21st Century Hospital,10422,5C2259,9998642051
796,2571,21st Century Hospital,8958,5C2259,9998642051
797,2571,21st Century Hospital,8953,5C2259,9998642051
798,3700,Impulse Polyclinic,0,5C3318,
799,3700,Impulse Polyclinic,14613,5C3318,+91-9862873001
800,3700,Impulse Polyclinic,14610,5C3318,+91-9870125367
801,3700,Impulse Polyclinic,14611,5C3318,+91-7005927761
802,3700,Impulse Polyclinic,14612,5C3318,+91-8837413488
803,3700,Impulse Polyclinic,14609,5C3318,8787868408
804,3700,Impulse Polyclinic,14970,5C3318,8837413488
805,3609,Care Diagnostic Centre,0,5C3225,
806,3609,Care Diagnostic Centre,13562,5C3225,9708035304
807,3609,Care Diagnostic Centre,13563,5C3225,6201444586
808,3609,Care Diagnostic Centre,13635,5C3225,8825299901
809,3609,Care Diagnostic Centre,13636,5C3225,9708035306
810,3609,Care Diagnostic Centre,13561,5C3225,9708035306
811,3609,Care Diagnostic Centre,13543,5C3225,9708046999
812,3609,Care Diagnostic Centre,13544,5C3225,9708035303
813,2623,Pacific Healthcare,0,5C2303,
814,2623,Pacific Healthcare,1952,5C2303,
815,2623,Pacific Healthcare,15136,5C2303,6002347449
816,2623,Pacific Healthcare,13366,5C2303,9700021782
817,2623,Pacific Healthcare,8164,5C2303,
818,2623,Pacific Healthcare,7402,5C2303,
819,2623,Pacific Healthcare,3294,5C2303,
820,2623,Pacific Healthcare,9680,5C2303,8074424267
821,2623,Pacific Healthcare,5860,5C2303,
822,2623,Pacific Healthcare,15898,5C2303,8638552962
823,2623,Pacific Healthcare,1682,5C2303,
824,2296,Sai Srinivasa Diagnostics,0,5C2015,
825,2296,Sai Srinivasa Diagnostics,15911,5C2015,9941003982
826,2296,Sai Srinivasa Diagnostics,3498,5C2015,
827,2296,Sai Srinivasa Diagnostics,6080,5C2015,
828,2296,Sai Srinivasa Diagnostics,11232,5C2015,9444732037
829,2160,VK Medical Centre,0,5C1879,
830,2160,VK Medical Centre,4021,5C1879,
831,2160,VK Medical Centre,11040,5C1879,7299991586
832,2160,VK Medical Centre,6606,5C1879,
833,2160,VK Medical Centre,318,5C1879,9840883350
834,2160,VK Medical Centre,7788,5C1879,
835,3322,Insight Medical Diagnostic,0,5C2937,
836,3322,Insight Medical Diagnostic,10006,5C2937,8008227879
837,3322,Insight Medical Diagnostic,9979,5C2937,7288842000
838,3322,Insight Medical Diagnostic,11592,5C2937,9701327360
839,3322,Insight Medical Diagnostic,15569,5C2937,6300009106
840,3322,Insight Medical Diagnostic,14620,5C2937,9640902603
841,3322,Insight Medical Diagnostic,15823,5C2937,8499957000
842,3322,Insight Medical Diagnostic,12931,5C2937,9666542559
843,3322,Insight Medical Diagnostic,12926,5C2937,9000261110
844,3322,Insight Medical Diagnostic,15291,5C2937,6394263650
845,3791,Nidan Prime Scan Centre - A Venture Of Sgla Imaging llp,0,5C3409,
846,3791,Nidan Prime Scan Centre - A Venture Of Sgla Imaging llp,15298,5C3409,+91-2246002071
847,3791,Nidan Prime Scan Centre - A Venture Of Sgla Imaging llp,15912,5C3409,8108270701
848,3791,Nidan Prime Scan Centre - A Venture Of Sgla Imaging llp,15295,5C3409,+91-9074880213
849,3791,Nidan Prime Scan Centre - A Venture Of Sgla Imaging llp,15305,5C3409,8108699634
850,3791,Nidan Prime Scan Centre - A Venture Of Sgla Imaging llp,15297,5C3409,+91-9769075037
851,3791,Nidan Prime Scan Centre - A Venture Of Sgla Imaging llp,15296,5C3409,+91-8169744985
852,3791,Nidan Prime Scan Centre - A Venture Of Sgla Imaging llp,15304,5C3409,8108699634
853,432,Preciise Diagnostics,0,5C0032,
854,432,Preciise Diagnostics,125,5C0032,9742022825
855,432,Preciise Diagnostics,5929,5C0032,
856,432,Preciise Diagnostics,7435,5C0032,
857,432,Preciise Diagnostics,3367,5C0032,
858,432,Preciise Diagnostics,124,5C0032,9880091554
859,432,Preciise Diagnostics,10489,5C0032,9844113401
860,432,Preciise Diagnostics,4359,5C0032,
861,432,Preciise Diagnostics,8182,5C0032,
862,2477,Bioscan Diagnostics,0,5C2174,
863,2477,Bioscan Diagnostics,1794,5C2174,
864,2477,Bioscan Diagnostics,11608,5C2174,7002799874
865,2477,Bioscan Diagnostics,11022,5C2174,6001451960
866,2477,Bioscan Diagnostics,16078,5C2174,7896830132
867,2477,Bioscan Diagnostics,2342,5C2174,
868,2477,Bioscan Diagnostics,4816,5C2174,
869,568,Life Support Diagnostics Centre,0,5C0675,
870,568,Life Support Diagnostics Centre,10449,5C0675,7896106155
871,568,Life Support Diagnostics Centre,5492,5C0675,
872,568,Life Support Diagnostics Centre,9200,5C0675,9706775951
873,568,Life Support Diagnostics Centre,2956,5C0675,
874,568,Life Support Diagnostics Centre,7200,5C0675,
875,3765,Karelibaug Diagnostic Centre - Vadodara,0,5C3383,
876,3765,Karelibaug Diagnostic Centre - Vadodara,15086,5C3383,9558323515
877,3131,Eskag Sanjeevani Pvt. Ltd. (Super Specialty Hospital - Balurghat),0,5C2764,
878,3131,Eskag Sanjeevani Pvt. Ltd. (Super Specialty Hospital - Balurghat),8814,5C2764,
879,3131,Eskag Sanjeevani Pvt. Ltd. (Super Specialty Hospital - Balurghat),9215,5C2764,0000000000
